Package,LibPath,Version,Priority,Built
timetk,/Users/amanda/Library/R/3.3/library,0.1.0,NA,3.3.3
titanic,/Users/amanda/Library/R/3.3/library,0.1.0,NA,3.3.0
tm,/Users/amanda/Library/R/3.3/library,0.7-1,NA,3.3.3
tokenizers,/Users/amanda/Library/R/3.3/library,0.1.4,NA,3.3.0
topicmodels,/Users/amanda/Library/R/3.3/library,0.2-6,NA,3.3.2
trelloR,/Users/amanda/Library/R/3.3/library,0.2.0,NA,3.3.3
trimcluster,/Users/amanda/Library/R/3.3/library,0.1-2,NA,3.3.3
tseries,/Users/amanda/Library/R/3.3/library,0.10-42,NA,3.3.2
tsne,/Users/amanda/Library/R/3.3/library,0.1-3,NA,3.3.3
TSP,/Users/amanda/Library/R/3.3/library,1.1-5,NA,3.3.3
TTR,/Users/amanda/Library/R/3.3/library,0.23-2,NA,3.3.2
tweenr,/Users/amanda/Library/R/3.3/library,0.1.5,NA,3.3.0
udunits2,/Users/amanda/Library/R/3.3/library,0.13,NA,3.3.2
units,/Users/amanda/Library/R/3.3/library,0.4-6,NA,3.3.2
usethis,/Users/amanda/Library/R/3.3/library,1.2.0,NA,3.3.3
uuid,/Users/amanda/Library/R/3.3/library,0.1-2,NA,3.3.3
V8,/Users/amanda/Library/R/3.3/library,1.5,NA,3.3.2
viridis,/Users/amanda/Library/R/3.3/library,0.4.1,NA,3.3.2
viridisLite,/Users/amanda/Library/R/3.3/library,0.2.0,NA,3.3.3
visNetwork,/Users/amanda/Library/R/3.3/library,2.0.1,NA,3.3.3
waterfalls,/Users/amanda/Library/R/3.3/library,0.1.1,NA,3.3.2
webshot,/Users/amanda/Library/R/3.3/library,0.4.2,NA,3.3.2
whisker,/Users/amanda/Library/R/3.3/library,0.3-2,NA,3.3.3
widyr,/Users/amanda/Library/R/3.3/library,0.1.0,NA,3.3.2
withr,/Users/amanda/Library/R/3.3/library,2.1.1.9000,NA,3.3.3
wordcloud,/Users/amanda/Library/R/3.3/library,2.5,NA,3.3.3
xgboost,/Users/amanda/Library/R/3.3/library,0.6-4,NA,3.3.3
xgboostExplainer,/Users/amanda/Library/R/3.3/library,0.1,NA,3.3.3
XLConnect,/Users/amanda/Library/R/3.3/library,0.2-13,NA,3.3.2
XLConnectJars,/Users/amanda/Library/R/3.3/library,0.2-13,NA,3.3.2
xlsxjars,/Users/amanda/Library/R/3.3/library,0.6.1,NA,3.3.3
XML,/Users/amanda/Library/R/3.3/library,3.98-1.9,NA,3.3.2
xmlparsedata,/Users/amanda/Library/R/3.3/library,1.0.1,NA,3.3.3
xtable,/Users/amanda/Library/R/3.3/library,1.8-2,NA,3.3.3
xts,/Users/amanda/Library/R/3.3/library,0.10-0,NA,3.3.2
yaml,/Users/amanda/Library/R/3.3/library,2.1.16,NA,3.3.2
zoo,/Users/amanda/Library/R/3.3/library,1.8-0,NA,3.3.3
acepack,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.4.1,NA,3.3.0
AlgDesign,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1-7.3,NA,3.3.0
animation,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.4,NA,3.3.0
ape,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,4.0,NA,3.3.2
assertthat,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1,NA,3.3.0
backports,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.4,NA,3.3.0
base,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
base64,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.0,NA,3.3.0
base64enc,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1-3,NA,3.3.1
BH,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.62.0-1,NA,3.3.2
bitops,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0-6,NA,3.3.0
Boom,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.5,NA,3.3.0
BoomSpikeSlab,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.7.0,NA,3.3.0
boot,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.3-18,recommended,3.3.3
brew,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0-6,NA,3.3.0
broom,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4.1,NA,3.3.0
bsts,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6.5,NA,3.3.0
ca,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.70,NA,3.3.2
car,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.1-4,NA,3.3.2
caret,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,6.0-73,NA,3.3.2
caTools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.17.1,NA,3.3.0
CausalImpact,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1.0,NA,3.3.2
cellranger,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1.0,NA,3.3.0
checkmate,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.8.2,NA,3.3.0
chron,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.3-48,NA,3.3.2
class,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,7.3-14,recommended,3.3.3
cluster,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.0.5,recommended,3.3.3
codetools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2-15,recommended,3.3.3
colorspace,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.3-2,NA,3.3.2
compiler,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
cowplot,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.7.0,NA,3.3.0
crayon,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.3.2,NA,3.3.0
curl,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2,NA,3.3.0
daff,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2.0,NA,3.3.0
data.table,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.10.0,NA,3.3.2
data.tree,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.7.0,NA,3.3.2
datasets,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
DBI,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.5-1,NA,3.3.0
devtools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.12.0,NA,3.3.0
DiagrammeR,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.9.0,NA,3.3.2
dichromat,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.0-0,NA,3.3.0
digest,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6.11,NA,3.3.2
doParallel,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.10,NA,3.3.0
dplyr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.5.0,NA,3.3.0
DT,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2,NA,3.3.0
dtplyr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.0.1,NA,3.3.0
e1071,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.6-7,NA,3.3.0
evaluate,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.10,NA,3.3.0
ezknitr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6,NA,3.3.0
fastmatch,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0-4,NA,3.3.0
fivethirtyeight,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2.0,NA,3.3.2
flexclust,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.3-4,NA,3.3.0
forcats,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.1,NA,3.3.0
foreach,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.4.3,NA,3.3.0
forecast,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,7.3,NA,3.3.0
foreign,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.8-67,recommended,3.3.3
formatR,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.4,NA,3.3.0
Formula,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2-1,NA,3.3.0
fracdiff,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.4-2,NA,3.3.0
gdata,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.17.0,NA,3.3.0
gganimate,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1,NA,3.3.3
ggplot2,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.2.1,NA,3.3.2
ggrepel,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6.5,NA,3.3.2
ggthemes,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.0,NA,3.3.2
ggvis,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4.3,NA,3.3.0
gh,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.1
git2r,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.18.0,NA,3.3.2
githug,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.0.0.9000,NA,3.3.1
gmodels,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.16.2,NA,3.3.0
googlesheets,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2.1.9000,NA,3.3.2
graphics,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
grDevices,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
grid,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
gridBase,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4-7,NA,3.3.0
gridExtra,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.2.1,NA,3.3.0
gsubfn,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6-6,NA,3.3.0
gtable,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2.0,NA,3.3.0
gtools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.5.0,NA,3.3.0
hash,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.2.6,NA,3.3.0
haven,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.0
highr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6,NA,3.3.0
Hmisc,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,4.0-2,NA,3.3.2
hms,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3,NA,3.3.2
htmlTable,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.8,NA,3.3.2
htmltools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3.5,NA,3.3.0
htmlwidgets,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.8,NA,3.3.2
httpuv,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.3.3,NA,3.3.0
httr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2.1,NA,3.3.0
igraph,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.1,NA,3.3.0
influenceR,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.0,NA,3.3.0
irlba,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.1.2,NA,3.3.0
iterators,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.8,NA,3.3.0
jsonlite,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.3,NA,3.3.2
KernSmooth,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.23-15,recommended,3.3.3
knitr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.15.1,NA,3.3.2
labeling,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3,NA,3.3.0
lattice,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.20-34,recommended,3.3.3
latticeExtra,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6-28,NA,3.3.0
lazyeval,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2.0,NA,3.3.0
leaps,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.0,NA,3.3.2
lme4,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1-12,NA,3.3.0
lmtest,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.9-34,NA,3.3.0
lubridate,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.6.0,NA,3.3.0
magrittr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.5,NA,3.3.0
markdown,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.7.7,NA,3.3.0
MASS,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,7.3-45,recommended,3.3.3
Matrix,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2-8,recommended,3.3.3
MatrixModels,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4-1,NA,3.3.0
memoise,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.0
methods,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
mgcv,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.8-17,recommended,3.3.3
mime,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.5,NA,3.3.0
minqa,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2.4,NA,3.3.0
mnormt,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.5-5,NA,3.3.0
ModelMetrics,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1.0,NA,3.3.0
modelr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.0,NA,3.3.0
modeltools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2-21,NA,3.3.0
multcomp,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.4-6,NA,3.3.0
munsell,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4.3,NA,3.3.0
mvtnorm,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0-5,NA,3.3.0
NbClust,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.0,NA,3.3.0
nlme,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.1-131,recommended,3.3.3
nloptr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.4,NA,3.3.0
NLP,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1-9,NA,3.3.0
NMF,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.20.6,NA,3.3.0
nnet,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,7.3-12,recommended,3.3.3
openssl,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.9.6,NA,3.3.2
openxlsx,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,4.0.0,NA,3.3.2
ordinal,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2015.6-28,NA,3.3.0
packrat,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4.8-1,NA,3.3.0
pacman,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4.1,NA,3.3.0
parallel,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
PASWR,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1,NA,3.3.0
pbkrtest,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4-6,NA,3.3.0
pkgmaker,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.22,NA,3.3.0
plogr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1-1,NA,3.3.0
plyr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.8.4,NA,3.3.0
polspline,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1.12,NA,3.3.0
praise,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.0
ProjectTemplate,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.7,NA,3.3.0
proto,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.0
proxy,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4-16,NA,3.3.0
pryr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.2,NA,3.3.0
psych,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.6.12,NA,3.3.2
purrr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2.2,NA,3.3.0
quadprog,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.5-5,NA,3.3.0
quanteda,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.9.9-3,NA,3.3.2
quantreg,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,5.29,NA,3.3.0
R.methodsS3,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.7.1,NA,3.3.0
R.oo,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.21.0,NA,3.3.0
R.utils,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.5.0,NA,3.3.0
R6,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.2.0,NA,3.3.0
randomForest,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,4.6-12,NA,3.3.0
RColorBrewer,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1-2,NA,3.3.0
Rcpp,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.12.9,NA,3.3.2
RcppArmadillo,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.7.600.1.0,NA,3.3.2
RcppEigen,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3.2.9.0,NA,3.3.0
RcppParallel,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,4.3.20,NA,3.3.0
RCurl,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.95-4.8,NA,3.3.0
readr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.0
readxl,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.1.9000,NA,3.3.1
registry,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3,NA,3.3.0
rematch,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.1,NA,3.3.0
reshape2,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.4.2,NA,3.3.0
rgexf,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.15.3,NA,3.3.0
rJava,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.9-8,NA,3.3.0
rmarkdown,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.3,NA,3.3.2
rms,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,5.1-0,NA,3.3.2
RMySQL,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.10.9,NA,3.3.0
rngtools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2.4,NA,3.3.0
Rook,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1-1,NA,3.3.0
rpart,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,4.1-10,recommended,3.3.0
RPostgreSQL,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4-1,NA,3.3.0
rprojroot,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1,NA,3.3.0
rsalad,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.0,NA,3.3.1
RSQLite,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1-2,NA,3.3.2
rstudioapi,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6,NA,3.3.0
rvest,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3.2,NA,3.3.0
sandwich,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.3-4,NA,3.3.0
scales,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4.1,NA,3.3.2
selectr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3-1,NA,3.3.2
servr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.5,NA,3.3.2
shiny,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.2
slam,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1-40,NA,3.3.2
SnowballC,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.5.1,NA,3.3.0
sourcetools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.5,NA,3.3.0
SparseM,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.74,NA,3.3.2
spatial,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,7.3-11,recommended,3.3.3
splines,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
sqldf,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.4-10,NA,3.3.0
stats,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
stats4,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
stringi,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1.2,NA,3.3.0
stringr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1.0,NA,3.3.0
survival,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.40-1,recommended,3.3.3
swirl,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.4.2,NA,3.3.0
tcltk,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
testthat,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.2,NA,3.3.0
TH.data,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0-7,NA,3.3.0
tibble,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2,NA,3.3.0
tidyjson,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2.1,NA,3.3.0
tidyr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6.1,NA,3.3.2
tidyverse,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.0,NA,3.3.1
timeDate,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3012.100,NA,3.3.0
tm,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6-2,NA,3.3.0
tools,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
topicmodels,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.2-4,NA,3.3.0
trelloR,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.1.0,NA,3.3.0
tseries,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.10-36,NA,3.3.2
ucminf,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1-4,NA,3.3.0
utils,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.3.3,base,3.3.3
V8,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.2,NA,3.3.2
viridis,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3.4,NA,3.3.0
visNetwork,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.3,NA,3.3.2
whisker,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.3-2,NA,3.3.0
withr,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.0.2,NA,3.3.0
wordcloud,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.5,NA,3.3.0
xlsx,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.5.7,NA,3.3.0
xlsxjars,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.6.1,NA,3.3.0
XML,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,3.98-1.5,NA,3.3.2
xml2,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.1.1,NA,3.3.2
xtable,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.8-2,NA,3.3.0
xts,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,0.9-7,NA,3.3.0
yaml,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,2.1.14,NA,3.3.2
zoo,/Library/Frameworks/R.framework/Versions/3.3/Resources/library,1.7-14,NA,3.3.2
